feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,class
1.0,5.0,2.0,0.0,0.0,8.0,3.0,0.5,4.0,2.0,2.0,0.67,11.0,1.0,0.0,6.0,1.0,17.3,4.2,305.12,0.02,21.0,0.24,16.95,72.65,0.33,2.0,4.0,10.0,0.38,7.0,14.0,5.0,6.0,8.0,0.0,6.0,0
19.0,15.0,3.0,2.0,35.0,28.0,8.0,0.13,14.0,2.0,2.0,0.25,36.0,4.0,0.43,62.0,0.0,41.25,40.3,66987.0,0.55,275.0,0.02,3721.5,1662.21,0.5,7.0,14.0,30.0,0.07,124.0,151.0,40.0,26.0,119.0,37.37,64.0,0
11.0,17.0,1.0,7.0,31.0,20.0,11.0,0.27,10.0,2.0,4.0,0.36,30.0,1.0,0.0,34.0,0.0,44.18,22.67,22710.3,0.33,171.0,0.04,1261.68,1001.71,0.09,5.0,10.0,21.0,0.13,69.0,102.0,35.0,23.0,84.0,52.78,41.0,0
9.0,12.0,6.0,2.0,0.0,8.0,8.0,0.3,2.0,4.0,6.0,0.75,20.0,4.0,0.43,25.0,0.0,34.52,16.8,9743.56,0.19,105.0,0.06,541.31,579.97,0.5,3.0,4.0,14.0,0.22,40.0,65.0,25.0,21.0,37.0,7.41,27.0,0
4.0,11.0,4.0,0.0,3.0,18.0,6.0,0.25,8.0,2.25,4.0,0.67,22.0,4.0,0.6,24.0,2.0,29.2,19.5,11102.33,0.19,111.0,0.05,616.8,569.35,0.67,5.0,9.0,18.0,0.19,52.0,59.0,20.0,15.0,32.0,11.11,24.0,0
32.0,24.0,2.0,1.0,8.0,14.0,19.0,0.23,6.0,2.33,18.0,0.95,58.0,1.0,0.0,80.0,1.0,41.45,45.39,85416.04,0.63,304.0,0.02,4745.34,1881.71,0.05,4.0,7.0,41.0,0.16,123.0,181.0,42.0,31.0,122.0,10.11,81.0,0
15.0,21.0,2.0,15.0,12.0,38.0,11.0,0.14,18.0,2.11,3.0,0.27,48.0,5.0,0.4,62.0,0.0,44.17,19.55,16883.11,0.29,153.0,0.05,937.95,863.51,0.45,10.0,19.0,39.0,0.1,54.0,99.0,29.0,21.0,105.0,30.34,77.0,0
20.0,13.0,7.0,0.0,16.0,22.0,7.0,0.18,10.0,2.2,6.0,0.86,30.0,3.0,0.33,40.0,1.0,55.34,17.53,16997.52,0.32,167.0,0.06,944.31,969.83,0.43,6.0,11.0,25.0,0.09,74.0,93.0,38.0,18.0,77.0,28.57,40.0,0
7.0,8.0,5.0,0.0,0.0,4.0,6.0,0.21,2.0,2.0,5.0,0.83,19.0,1.0,0.0,28.0,1.0,34.79,13.73,6559.11,0.16,86.0,0.07,364.4,477.69,0.17,1.0,2.0,15.0,0.17,34.0,52.0,26.0,21.0,36.0,0.0,28.0,1
2.0,11.0,1.0,7.0,1.0,16.0,6.0,0.24,6.0,2.67,3.0,0.5,19.0,5.0,0.8,18.0,0.0,43.77,11.31,5596.62,0.16,93.0,0.09,310.92,494.94,0.83,5.0,8.0,15.0,0.21,42.0,51.0,26.0,14.0,29.0,30.77,25.0,0
1.0,5.0,3.0,2.0,1.0,8.0,3.0,0.3,4.0,2.0,3.0,1.0,11.0,1.0,0.0,8.0,0.0,22.95,7.27,1213.88,0.06,38.0,0.14,67.44,166.91,0.33,2.0,4.0,10.0,0.23,16.0,22.0,11.0,10.0,13.0,27.27,10.0,0
11.0,11.0,1.0,1.0,27.0,20.0,6.0,0.14,10.0,2.0,3.0,0.5,22.0,1.0,0.0,43.0,1.0,47.47,22.17,23323.93,0.35,182.0,0.05,1295.77,1052.21,0.17,5.0,10.0,18.0,0.07,84.0,98.0,36.0,19.0,83.0,39.44,44.0,0
4.0,7.0,3.0,0.0,1.0,12.0,4.0,0.44,6.0,2.0,4.0,1.0,13.0,1.0,0.0,9.0,0.0,19.64,5.5,594.0,0.04,27.0,0.18,33.0,108.0,0.25,3.0,6.0,11.0,0.27,11.0,16.0,8.0,8.0,15.0,10.0,9.0,0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,7.0,1.0,0.0,7.0,1.0,8.41,10.13,861.74,0.03,23.0,0.1,47.87,85.11,0.5,1.0,2.0,7.0,0.25,9.0,14.0,4.0,9.0,8.0,0.0,7.0,0
2.0,7.0,0.0,0.0,0.0,12.0,4.0,0.44,6.0,2.0,1.0,0.25,13.0,4.0,1.0,9.0,2.0,7.44,13.5,1355.12,0.03,28.0,0.07,75.28,100.38,1.0,3.0,6.0,11.0,0.33,9.0,19.0,3.0,9.0,12.0,0.0,9.0,0
20.0,12.0,3.0,0.0,4.0,14.0,7.0,0.26,6.0,2.33,4.0,0.57,22.0,1.0,0.0,27.0,5.0,23.63,21.45,10872.53,0.17,94.0,0.05,604.03,506.88,0.14,4.0,7.0,17.0,0.13,39.0,55.0,20.0,22.0,52.0,12.9,27.0,1
4.0,24.0,3.0,10.0,1.0,28.0,16.0,0.22,14.0,2.0,5.0,0.31,49.0,1.0,0.0,64.0,0.0,36.82,82.8,252471.13,1.02,488.0,0.01,14026.17,3048.99,0.06,7.0,14.0,35.0,0.2,194.0,294.0,41.0,35.0,80.0,14.67,74.0,0
7.0,7.0,2.0,1.0,0.0,12.0,4.0,0.13,6.0,2.0,3.0,0.75,16.0,1.0,0.0,30.0,2.0,29.83,40.13,48033.42,0.4,222.0,0.02,2668.52,1197.09,0.25,3.0,6.0,14.0,0.1,107.0,115.0,24.0,18.0,39.0,3.23,31.0,0
2.0,13.0,1.0,0.0,0.0,22.0,7.0,0.64,10.0,2.2,5.0,0.71,25.0,6.0,0.83,11.0,0.0,7.15,29.75,6326.82,0.07,51.0,0.03,351.49,212.67,0.86,6.0,11.0,20.0,0.5,17.0,34.0,4.0,14.0,14.0,0.0,11.0,0
23.0,51.0,0.0,0.0,13.0,84.0,26.0,0.36,34.0,2.47,1.0,0.04,86.0,13.0,0.48,72.0,0.0,67.01,40.21,108344.7,0.9,425.0,0.02,6019.15,2694.44,0.5,25.0,42.0,62.0,0.24,191.0,234.0,57.0,24.0,109.0,15.29,72.0,0
27.0,25.0,20.0,0.0,0.0,4.0,23.0,0.29,2.0,2.0,22.0,0.96,51.0,1.0,0.0,79.0,1.0,54.19,28.96,45461.48,0.52,243.0,0.03,2525.64,1569.64,0.04,1.0,2.0,30.0,0.21,92.0,151.0,54.0,34.0,107.0,0.0,79.0,0
2.0,7.0,1.0,0.0,0.0,12.0,4.0,0.44,6.0,2.0,2.0,0.5,14.0,3.0,0.67,9.0,0.0,10.4,19.0,3755.43,0.07,45.0,0.05,208.64,197.65,0.75,3.0,6.0,12.0,0.33,19.0,26.0,7.0,14.0,12.0,0.0,9.0,0
6.0,9.0,1.0,2.0,4.0,16.0,5.0,0.36,8.0,2.0,2.0,0.4,16.0,1.0,0.0,12.0,0.0,15.86,20.0,6345.71,0.11,66.0,0.05,352.54,317.29,0.2,4.0,8.0,13.0,0.2,30.0,36.0,12.0,16.0,25.0,33.33,14.0,0
9.0,3.0,2.0,0.0,8.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,8.0,1.0,0.0,14.0,0.0,37.7,7.78,2280.82,0.1,61.0,0.13,126.71,293.25,0.5,1.0,2.0,8.0,0.06,28.0,33.0,18.0,10.0,32.0,36.36,14.0,0
3.0,7.0,3.0,2.0,1.0,10.0,4.0,0.33,4.0,2.5,2.0,0.5,14.0,1.0,0.0,10.0,0.0,32.81,8.31,2263.1,0.09,55.0,0.12,125.73,272.48,0.25,3.0,5.0,12.0,0.24,23.0,32.0,18.0,13.0,17.0,23.08,12.0,0
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.1,2.0,2.0,2.0,1.0,7.0,1.0,0.0,20.0,1.0,32.95,7.44,1824.39,0.08,51.0,0.13,101.36,245.18,0.5,1.0,2.0,7.0,0.09,23.0,28.0,17.0,11.0,23.0,0.0,20.0,0
8.0,3.0,2.0,0.0,0.0,4.0,2.0,0.15,2.0,2.0,2.0,1.0,7.0,1.0,0.0,13.0,1.0,26.31,10.35,2820.11,0.09,54.0,0.1,156.67,272.4,0.5,1.0,2.0,7.0,0.09,22.0,32.0,17.0,16.0,22.0,0.0,13.0,0
16.0,17.0,5.0,0.0,1.0,28.0,9.0,0.21,12.0,2.33,7.0,0.78,36.0,7.0,0.75,43.0,1.0,81.27,13.35,14482.39,0.36,186.0,0.07,804.58,1084.92,0.78,8.0,14.0,29.0,0.15,82.0,104.0,43.0,14.0,61.0,2.27,43.0,1
12.0,9.0,2.0,0.0,0.0,14.0,5.0,0.23,6.0,2.33,4.0,0.8,15.0,5.0,1.0,22.0,1.0,38.68,13.94,7516.89,0.18,100.0,0.07,417.61,539.23,1.0,4.0,7.0,12.0,0.14,41.0,59.0,25.0,17.0,35.0,0.0,22.0,1
1.0,7.0,4.0,0.0,0.0,12.0,4.0,0.19,6.0,2.0,2.0,0.5,24.0,1.0,0.0,21.0,3.0,34.66,14.24,7026.27,0.16,97.0,0.07,390.35,493.48,0.25,3.0,6.0,22.0,0.17,46.0,51.0,21.0,13.0,23.0,0.0,21.0,0
2.0,5.0,0.0,0.0,0.0,8.0,3.0,0.3,4.0,2.0,1.0,0.33,11.0,1.0,0.0,10.0,0.0,13.14,8.17,876.39,0.04,29.0,0.12,48.69,107.31,0.33,2.0,4.0,10.0,0.23,14.0,15.0,6.0,7.0,13.0,0.0,10.0,0
7.0,7.0,4.0,0.0,3.0,4.0,5.0,0.15,2.0,2.0,5.0,1.0,14.0,1.0,0.0,34.0,1.0,41.62,13.04,7074.24,0.18,100.0,0.08,393.01,542.63,0.2,1.0,2.0,11.0,0.11,44.0,56.0,27.0,16.0,45.0,8.1,34.0,0
2.0,3.0,3.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,7.0,1.0,0.0,7.0,0.0,19.12,3.0,172.08,0.02,16.0,0.33,9.56,57.36,0.5,1.0,2.0,7.0,0.2,6.0,10.0,6.0,6.0,10.0,0.0,7.0,0
19.0,15.0,3.0,0.0,0.0,28.0,8.0,0.18,14.0,2.0,8.0,1.0,40.0,6.0,0.71,44.0,0.0,63.87,22.36,31928.52,0.48,247.0,0.04,1773.81,1428.0,0.75,7.0,14.0,34.0,0.13,109.0,138.0,39.0,16.0,64.0,0.0,44.0,0
9.0,11.0,2.0,0.0,6.0,20.0,6.0,0.22,10.0,2.0,5.0,0.83,26.0,1.0,0.0,27.0,0.0,44.04,24.5,26437.57,0.36,185.0,0.04,1468.75,1079.08,0.17,5.0,10.0,22.0,0.14,84.0,101.0,36.0,21.0,43.0,18.18,27.0,0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,6.0,1.0,0.0,9.0,0.0,19.34,12.31,2929.74,0.08,49.0,0.08,162.76,238.04,0.5,1.0,2.0,6.0,0.18,20.0,29.0,13.0,16.0,11.0,0.0,9.0,0
1.0,9.0,0.0,0.0,0.0,14.0,5.0,0.5,6.0,2.33,1.0,0.2,17.0,3.0,0.5,10.0,0.0,8.52,19.25,3158.72,0.05,42.0,0.05,175.48,164.09,0.6,4.0,7.0,14.0,0.42,14.0,28.0,4.0,11.0,12.0,0.0,10.0,0
13.0,17.0,6.0,0.0,4.0,32.0,9.0,0.28,16.0,2.0,7.0,0.78,34.0,1.0,0.0,32.0,1.0,50.85,9.8,4888.17,0.17,98.0,0.1,271.56,498.57,0.11,8.0,16.0,27.0,0.18,41.0,57.0,23.0,11.0,50.0,11.11,32.0,0
1.0,36.0,2.0,1.0,0.0,56.0,21.0,0.42,28.0,2.0,6.0,0.29,77.0,9.0,0.4,49.0,4.0,35.67,65.77,154273.13,0.78,384.0,0.02,8570.73,2345.67,0.43,14.0,28.0,58.0,0.4,171.0,213.0,39.0,30.0,52.0,2.0,50.0,0
48.0,5.0,7.0,2.0,26.0,6.0,3.0,0.06,2.0,3.0,2.0,0.67,14.0,3.0,1.0,51.0,0.0,113.81,16.76,31957.74,0.64,296.0,0.06,1775.43,1907.11,1.0,2.0,3.0,13.0,0.02,138.0,158.0,70.0,17.0,128.0,35.44,53.0,0
5.0,3.0,3.0,1.0,2.0,4.0,2.0,0.12,2.0,2.0,2.0,1.0,9.0,1.0,0.0,16.0,0.0,38.94,14.72,8438.36,0.19,107.0,0.07,468.8,573.26,0.5,1.0,2.0,9.0,0.08,46.0,61.0,25.0,16.0,25.0,15.79,17.0,0
2.0,7.0,2.0,0.0,0.0,8.0,4.0,0.31,4.0,2.0,3.0,0.75,15.0,1.0,0.0,13.0,0.0,14.24,12.75,2314.39,0.06,42.0,0.08,128.58,181.52,0.25,2.0,4.0,13.0,0.25,17.0,25.0,8.0,12.0,16.0,0.0,13.0,0
3.0,13.0,5.0,0.0,0.0,24.0,7.0,0.41,12.0,2.0,6.0,0.86,32.0,6.0,0.83,17.0,0.0,27.29,21.05,12094.31,0.19,112.0,0.05,671.91,574.48,0.86,6.0,12.0,27.0,0.33,50.0,62.0,19.0,16.0,21.0,0.0,17.0,0
6.0,3.0,1.0,0.0,0.0,4.0,2.0,0.17,2.0,2.0,2.0,1.0,6.0,1.0,0.0,12.0,1.0,19.81,9.82,1909.77,0.06,43.0,0.1,106.1,194.51,0.5,1.0,2.0,6.0,0.11,18.0,25.0,11.0,12.0,19.0,0.0,12.0,0
4.0,3.0,0.0,1.0,3.0,4.0,2.0,0.2,2.0,2.0,1.0,0.5,6.0,1.0,0.0,9.0,0.0,18.85,8.89,1489.65,0.06,41.0,0.11,82.76,167.59,0.5,1.0,2.0,6.0,0.11,20.0,21.0,9.0,8.0,18.0,30.77,10.0,0
1.0,13.0,4.0,0.0,0.0,24.0,7.0,0.35,12.0,2.0,3.0,0.43,32.0,4.0,0.5,20.0,0.0,33.58,20.52,14141.06,0.23,127.0,0.05,785.61,689.14,0.57,6.0,12.0,27.0,0.32,57.0,70.0,25.0,18.0,22.0,0.0,20.0,0
1.0,7.0,0.0,0.0,0.0,12.0,4.0,0.33,6.0,2.0,1.0,0.25,14.0,1.0,0.0,12.0,0.0,21.91,10.05,2210.79,0.07,48.0,0.1,122.82,220.08,0.25,3.0,6.0,12.0,0.29,17.0,31.0,11.0,13.0,14.0,0.0,12.0,0
12.0,7.0,1.0,0.0,0.0,12.0,4.0,0.17,6.0,2.0,4.0,1.0,12.0,1.0,0.0,23.0,1.0,46.5,11.79,6459.19,0.18,101.0,0.08,358.84,548.05,0.25,3.0,6.0,10.0,0.11,44.0,57.0,28.0,15.0,36.0,0.0,23.0,1
8.0,5.0,2.0,0.0,2.0,8.0,3.0,0.2,4.0,2.0,3.0,1.0,12.0,1.0,0.0,15.0,3.0,29.67,10.11,3033.33,0.1,60.0,0.1,168.52,300.0,0.33,2.0,4.0,11.0,0.12,26.0,34.0,18.0,14.0,26.0,11.76,15.0,0
6.0,11.0,2.0,0.0,1.0,20.0,6.0,0.15,10.0,2.0,3.0,0.5,26.0,1.0,0.0,39.0,3.0,65.33,12.0,9407.91,0.26,135.0,0.08,522.65,783.99,0.17,5.0,10.0,22.0,0.13,60.0,75.0,40.0,16.0,47.0,2.5,39.0,0
1.0,13.0,1.0,0.0,0.0,20.0,7.0,0.7,8.0,2.5,3.0,0.43,22.0,1.0,0.0,10.0,1.0,13.71,21.6,6396.36,0.1,63.0,0.05,355.35,296.13,0.14,6.0,10.0,17.0,0.58,27.0,36.0,10.0,16.0,12.0,0.0,10.0,0
1.0,9.0,3.0,0.0,0.0,16.0,5.0,0.26,8.0,2.0,5.0,1.0,24.0,1.0,0.0,19.0,0.0,45.44,13.0,7679.54,0.2,111.0,0.08,426.64,590.73,0.2,4.0,8.0,21.0,0.24,54.0,57.0,27.0,13.0,21.0,0.0,19.0,0
24.0,7.0,4.0,2.0,12.0,12.0,4.0,0.12,6.0,2.0,4.0,1.0,22.0,1.0,0.0,31.0,2.0,30.45,28.98,25572.65,0.29,158.0,0.03,1420.7,882.42,0.25,3.0,6.0,20.0,0.06,63.0,95.0,25.0,23.0,70.0,31.11,33.0,0
6.0,9.0,2.0,2.0,9.0,12.0,5.0,0.26,6.0,2.0,4.0,0.8,20.0,1.0,0.0,17.0,1.0,35.57,8.0,2276.8,0.09,58.0,0.13,126.49,284.6,0.2,3.0,6.0,17.0,0.14,24.0,34.0,18.0,12.0,35.0,39.29,19.0,0
5.0,11.0,7.0,5.0,10.0,20.0,6.0,0.14,10.0,2.0,6.0,1.0,31.0,1.0,0.0,37.0,0.0,169.61,8.26,11574.36,0.47,221.0,0.12,643.02,1401.11,0.17,5.0,10.0,27.0,0.1,95.0,126.0,69.0,12.0,58.0,28.85,42.0,0
1.0,5.0,0.0,1.0,0.0,8.0,3.0,0.27,4.0,2.0,1.0,0.33,10.0,1.0,0.0,10.0,2.0,13.96,11.67,1899.9,0.05,36.0,0.09,105.55,162.85,0.33,2.0,4.0,9.0,0.23,15.0,21.0,9.0,14.0,13.0,9.09,11.0,0
4.0,29.0,4.0,0.0,5.0,56.0,15.0,0.42,28.0,2.0,8.0,0.53,61.0,1.0,0.0,36.0,0.0,40.52,27.02,29576.11,0.36,193.0,0.04,1643.12,1094.78,0.07,14.0,28.0,48.0,0.33,91.0,102.0,32.0,19.0,46.0,12.2,36.0,0
5.0,49.0,0.0,0.0,0.0,56.0,25.0,0.48,16.0,3.5,1.0,0.04,65.0,25.0,1.0,52.0,4.0,31.64,38.62,47183.65,0.41,249.0,0.03,2621.31,1221.82,1.0,20.0,28.0,42.0,0.43,101.0,148.0,17.0,13.0,58.0,0.0,52.0,0
1.0,9.0,1.0,0.0,0.0,16.0,5.0,0.45,8.0,2.0,3.0,0.6,18.0,1.0,0.0,11.0,0.0,16.12,14.3,3299.03,0.08,51.0,0.07,183.28,230.7,0.2,4.0,8.0,15.0,0.38,22.0,29.0,10.0,13.0,13.0,0.0,11.0,0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,6.0,1.0,0.0,6.0,2.0,6.5,6.0,234.0,0.01,13.0,0.17,13.0,39.0,0.5,1.0,2.0,6.0,0.29,4.0,9.0,2.0,6.0,7.0,0.0,6.0,0
14.0,3.0,2.0,0.0,12.0,4.0,2.0,0.05,2.0,2.0,2.0,1.0,14.0,1.0,0.0,41.0,0.0,75.92,28.31,60857.94,0.72,343.0,0.04,3381.0,2149.51,0.5,1.0,2.0,14.0,0.03,151.0,192.0,56.0,21.0,68.0,22.64,41.0,0
1.0,11.0,1.0,5.0,0.0,20.0,6.0,0.22,10.0,2.0,2.0,0.33,24.0,4.0,0.6,22.0,1.0,16.21,46.93,35696.56,0.25,146.0,0.02,1983.14,760.58,0.67,5.0,10.0,20.0,0.21,64.0,82.0,15.0,22.0,29.0,18.52,27.0,0
25.0,13.0,15.0,0.0,19.0,12.0,9.0,0.16,6.0,2.0,9.0,1.0,38.0,1.0,0.0,57.0,0.0,59.57,22.33,29696.99,0.44,211.0,0.04,1649.83,1330.1,0.11,3.0,6.0,31.0,0.09,86.0,125.0,52.0,27.0,102.0,25.0,57.0,0
13.0,16.0,3.0,2.0,0.0,10.0,12.0,0.2,4.0,2.5,7.0,0.58,34.0,4.0,0.27,58.0,1.0,40.9,26.43,28568.25,0.36,183.0,0.04,1587.13,1080.96,0.33,3.0,5.0,24.0,0.16,74.0,109.0,35.0,25.0,74.0,3.33,60.0,1
1.0,13.0,1.0,0.0,0.0,22.0,7.0,0.41,10.0,2.2,6.0,0.86,24.0,6.0,0.83,17.0,3.0,44.6,12.75,7250.82,0.19,110.0,0.08,402.82,568.69,0.86,6.0,11.0,19.0,0.37,51.0,59.0,24.0,12.0,19.0,0.0,17.0,0
10.0,5.0,4.0,2.0,2.0,8.0,3.0,0.08,4.0,2.0,1.0,0.33,13.0,1.0,0.0,34.0,0.0,61.05,23.72,34338.99,0.48,254.0,0.04,1907.72,1447.91,0.33,2.0,4.0,12.0,0.06,117.0,137.0,37.0,15.0,49.0,10.53,36.0,1
2.0,13.0,3.0,0.0,0.0,24.0,7.0,0.37,12.0,2.0,4.0,0.57,30.0,7.0,1.0,19.0,0.0,36.07,18.91,12903.06,0.23,130.0,0.05,716.84,682.23,1.0,6.0,12.0,25.0,0.32,58.0,72.0,23.0,15.0,22.0,0.0,19.0,0
0.0,5.0,4.0,1.0,0.0,8.0,3.0,0.25,4.0,2.0,2.0,0.67,14.0,1.0,0.0,11.0,0.0,25.67,11.09,3155.71,0.09,58.0,0.09,175.32,284.6,0.33,2.0,4.0,13.0,0.23,29.0,29.0,17.0,13.0,13.0,8.33,12.0,0
